Schlüssel;Identnummer;Detailnetzsegment;Straßenbezeichnung;Straßenname;Bezirk;Ortsteil;RVA-Typ;Typ;Länge [m];Benutzungspflicht
15858;02-000500;48540039_48550031.02;-;Lichtenberger Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;26,00;nein
15859;02-000501;48540039_48550031.02;-;Lichtenberger Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;25,00;nein
15860;02-000502;48540039_48550031.02;-;Lichtenberger Straße;Friedrichshain-Kreuzberg;Friedrichshain;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;180,00;nein
15861;02-000503;48540040_48540039.01;-;Lichtenberger Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radwege;Radfahrerfurt Z 340;20,00;nein
15862;02-000504;48540040_48540039.01;-;Lichtenberger Straße;Friedrichshain-Kreuzberg;Friedrichshain;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;41,00;nein
15863;12-001172;41600029_41600033.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;39,00;nein
15864;12-001173;41590024_41600033.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;29,00;ja
15865;12-001174;41600029_41600033.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;38,00;nein
15866;12-001175;41590024_41600033.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;36,00;ja
15867;12-001176;41600033_41600016.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radweg, baulich getrennt;33,00;ja
15868;12-001177;41600016_41590019.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;169,00;nein
15869;12-001178;41590019_41590009.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;23,00;nein
15871;12-001180;41590019_41590009.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;30,00;nein
15872;12-001181;41590019_41590009.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;25,00;nein
15873;12-001182;41590020_41590019.01;-;Kapweg;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;225,00;ja
15874;12-001183;41590020_41590019.01;-;Kapweg;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;254,00;ja
15875;05-000644;32580012_32580011.01;-;Askanierring;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
15876;05-000645;32590003_32590001.01;-;Askanierring;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;11,00;nein
15877;05-000646;32580056_32580012.02;-;Falkenhagener Tor;Spandau;Spandau;Radwege;Geh-/Radweg, baulich unterschieden;25,00;nein
15878;05-000647;32580056_32580012.02;-;Falkenhagener Tor;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;11,00;nein
15879;05-000648;32590009_32590013.02;-;Hohenzollernring;Spandau;Hakenfelde;Radwege;Geh-/Radweg, baulich unterschieden;159,00;nein
15880;05-000649;32590048_32590012.01;-;Hohenzollernring;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;12,00;nein
15881;05-000650;32590012_32590001.01;-;Fehrbelliner Tor;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;8,00;nein
15882;05-000651;32590048_32590012.01;-;Hohenzollernring;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;17,00;nein
15883;05-000652;32590012_33590018.01;-;Hohenzollernring;Spandau;Hakenfelde;Radwege;Geh-/Radweg, baulich unterschieden;21,00;nein
15884;05-000653;32590012_33590018.01;-;Hohenzollernring;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;9,00;nein
15885;05-000654;32590049_32590012.01;-;Schönwalder Allee;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;13,00;nein
15886;05-000724;33570007_33570008.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;16,00;ja
15887;05-000725;33570007_33570008.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Geh-/Radweg, baulich unterschieden;32,00;ja
15888;05-000726;33570007_33570008.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Geh-/Radweg, durch Markierung unterschieden;21,00;ja
15889;05-000730;33570037_33580027.01;-;Neuendorfer Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;22,00;ja
15890;05-000732;33570037_33580027.01;-;Neuendorfer Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;12,00;ja
15891;05-000733;33580027_33580015.01;-;Neuendorfer Straße;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;103,00;nein
15892;05-000734;33580015_33580028.01;-;Neuendorfer Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;21,00;nein
15893;05-000735;33580015_33580028.01;-;Neuendorfer Straße;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;57,00;nein
15894;05-000736;33580015_33580028.01;-;Neuendorfer Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;22,00;nein
15895;05-000737;33580044_33580050.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;88,00;nein
15896;05-000738;33580050_33580067.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;12,00;nein
15897;05-000739;33580046_33580040.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;139,00;nein
15898;05-000740;33580040_33580051.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;23,00;nein
15899;05-000963;35580005_35570004.02;-;Haselhorster Damm;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;12,00;nein
15900;05-000964;35580005_35570004.02;-;Haselhorster Damm;Spandau;Haselhorst;Radwege;Radweg, baulich getrennt;206,00;nein
15901;05-000965;35580005_35570004.02;-;Haselhorster Damm;Spandau;Haselhorst;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
15902;04-000119;40540010_40540011.01;-;Leibnizstraße;Charlottenburg-Wilmersdorf;Charlottenburg;Radwege;Radfahrerfurt Z 340;36,00;nein
15903;04-000120;40540009_40540010.01;B2;Bismarckstraße;Charlottenburg-Wilmersdorf;Charlottenburg;Radwege;Radfahrerfurt Z 340;37,00;ja
15904;04-000125;40540007_40540008.01;B2;Bismarckstraße;Charlottenburg-Wilmersdorf;Charlottenburg;Radwege;Radfahrerfurt Z 340;38,00;ja
15905;01-000210;47550007_47550006.02;-;Torstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;47,00;ja
15906;01-000211;47550020_47550065.01;-;Weydingerstraße;Mitte;Mitte;Radwege;Radweg, baulich getrennt;34,00;nein
15907;01-000212;47550005_47550037.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;18,00;ja
15908;01-000213;47550005_47550037.01;-;Mollstraße;Mitte;Mitte;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;110,00;ja
15909;01-000214;47550049_47550004.01;-;Mollstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;56,00;ja
15910;01-000215;47550049_47550004.01;-;Mollstraße;Mitte;Mitte;Radwege;Radweg, baulich getrennt;108,00;ja
15911;01-000216;47550003_47550004.01;B2;Otto-Braun-Straße;Mitte;Mitte;Radwege;Radweg, baulich getrennt;26,00;nein
15912;01-000217;47550049_47550004.01;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;48,00;ja
15913;01-000218;47550004_47550024.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;46,00;ja
15914;01-000219;47550004_47550024.01;-;Mollstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;52,00;ja
15915;01-000220;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;12,00;nein
15916;01-000221;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;84,00;nein
15917;01-000222;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;44,00;nein
15918;01-000223;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;49,00;nein
15919;01-000224;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;30,00;nein
15920;01-000225;48550008_48550006.02;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;110,00;ja
15921;01-000226;48550006_48550009.02;-;Mollstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;48,00;ja
15922;01-000227;48550006_48550009.02;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;16,00;ja
15923;05-000333;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;40,00;ja
15924;05-000334;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;19,00;ja
15925;05-000335;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;31,00;ja
15926;05-000336;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;244,00;ja
15927;05-000337;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;12,00;ja
15928;05-000338;30590011_30600003.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;28,00;ja
15929;05-000339;30590021_30590011.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;47,00;ja
15930;05-000340;29590006_30590021.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;126,00;nein
15931;05-000341;29590030_29590006.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;8,00;nein
15932;05-000342;29590030_29590006.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;113,00;nein
15933;05-000343;29590030_29590006.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;36,00;nein
15934;05-000344;29590034_29590030.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;12,00;nein
15935;05-000345;29590034_29590030.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;144,00;nein
15936;05-000346;29590036_29590034.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;11,00;nein
15937;05-000347;29590036_29590034.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;122,00;nein
15938;05-000348;29590019_29590036.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Radfahrerfurt Z 340;21,00;ja
15939;05-000349;29590019_29590036.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;29,00;ja
15940;05-000350;29590019_29590036.01;-;Stadtrandstraße;Spandau;Falkenhagener Feld;Radwege;Geh-/Radweg, baulich unterschieden;12,00;ja
15941;05-000354;30600004_31590010.02;-;Radelandstraße;Spandau;Hakenfelde;Radwege;Geh-/Radweg, ohne Trennung;25,00;ja
15942;03-001099;50580021_50580037.01;B2;Berliner Allee;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
15943;03-001100;49580061_49580051.01;B2;Berliner Allee;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
15944;03-001101;49580011_49580061.01;-;Langhansstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;4,00;nein
15945;12-001184;41590020_41590019.01;-;Kapweg;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;32,00;ja
15946;12-001185;41590023_41590020.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;26,00;ja
15947;12-001186;41590020_41590024.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;28,00;ja
15948;02-000506;47520041_47520017.01;-;Kottbusser Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;12,00;nein
15949;02-000515;47520042_47520026.02;-;Reichenberger Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;23,00;ja
15950;02-000508;47520040_47520041.02;-;Kottbusser Tor;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;33,00;ja
15951;02-000509;47520042_47520027.01;-;Skalitzer Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;56,00;ja
15952;02-000510;47520043_47520029.01;-;Adalbertstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;30,00;ja
15953;02-000512;47520043_47520029.01;-;Adalbertstraße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;24,00;ja
15954;02-000513;47520040_47520041.02;-;Kottbusser Tor;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;54,00;ja
16345;196;52580014_53580012.01;-;Hedwigstraße;Lichtenberg;Alt-Hohenschönhausen;Radwege;Radfahrerfurt Z 340;20,00;nein
15955;02-000514;47520042_47520026.02;-;Reichenberger Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;21,00;ja
15956;12-001187;41600016_41590019.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;109,00;nein
15957;12-001188;41600033_41600016.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;11,00;ja
15958;12-001189;41600033_41600016.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;67,00;ja
15959;12-001190;41600033_41600016.01;-;Scharnweberstraße;Reinickendorf;Reinickendorf;Radwege;Radweg, baulich getrennt;22,00;ja
15960;02-000516;47520042_47520027.01;-;Skalitzer Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Geh-/Radweg, baulich unterschieden;162,00;ja
15961;02-000517;47520042_47520027.01;-;Skalitzer Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radfahrerfurt Z 340;36,00;ja
15962;12-001191;41590024_41600033.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;94,00;ja
15963;12-001192;41590020_41590024.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;9,00;ja
15964;02-000518;47520027_48520038.02;-;Skalitzer Straße;Friedrichshain-Kreuzberg;Kreuzberg;Radwege;Radweg, baulich getrennt;232,00;nein
15965;12-001193;41590023_41590020.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;153,00;ja
15966;12-001194;41590022_41590023.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;29,00;nein
15967;05-000741;33580040_33580051.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;43,00;nein
15968;05-000742;33580040_33580051.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;11,00;nein
15969;05-000743;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;11,00;nein
15970;05-000744;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;67,00;nein
15971;05-000745;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;35,00;nein
15972;05-000746;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;13,00;nein
15973;05-000747;33580052_33580048.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;24,00;nein
15974;05-000748;33580052_33580048.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;70,00;nein
15975;05-000749;33580048_33580053.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;81,00;nein
15976;05-000750;33580048_33580053.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;24,00;nein
15977;05-000751;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;228,00;nein
15978;05-000752;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;32,00;nein
15979;05-000753;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;46,00;nein
15980;05-000754;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;103,00;nein
15981;05-000755;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;49,00;nein
15982;05-000756;33580053_33590003.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;48,00;nein
15983;05-000758;33580048_33580053.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;94,00;nein
15984;05-000759;33580052_33580048.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;15,00;nein
15985;05-000760;33580052_33580048.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;30,00;nein
15986;05-000761;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;83,00;nein
15987;05-000762;33580047_33580052.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;48,00;nein
15988;05-000764;33580021_33580047.02;-;Lynarstraße;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
15989;05-000966;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;41,00;ja
15990;01-000228;48550006_48550009.02;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;13,00;ja
15991;05-000967;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radweg, baulich getrennt;393,00;ja
15992;05-000968;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;24,00;ja
15993;05-000969;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radweg, baulich getrennt;97,00;ja
15994;05-000970;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;66,00;ja
15995;05-000971;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;132,00;ja
15996;05-000972;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;29,00;ja
15997;01-000229;47550024_48550008.01;-;Mollstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;161,00;nein
15998;05-000973;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;19,00;ja
15999;05-000974;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;101,00;ja
16000;05-000975;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radweg, baulich getrennt;55,00;ja
16001;01-000230;47550004_47550024.01;-;Mollstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;178,00;ja
16002;05-000976;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;25,00;ja
16003;01-000231;47550004_47550024.01;-;Mollstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;52,00;ja
16004;01-000233;47550049_47550004.01;-;Mollstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;48,00;ja
16005;01-000234;47550049_47550004.01;-;Mollstraße;Mitte;Mitte;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;125,00;ja
16006;01-000235;47550037_47550049.01;-;Mollstraße;Mitte;Mitte;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;108,00;nein
16033;03-001128;49570006_49570007.02;-;Erich-Weinert-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
16394;1346;44580015_44580016.01;B96;Reinickendorfer Straße;Mitte;Wedding;Radwege;Radfahrerfurt Z 340;26,00;ja
16007;05-000977;36580001_36580002.01;-;Gartenfelder Straße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;629,00;nein
16008;05-000978;36580002_36580007.01;-;Gartenfelder Straße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;19,00;nein
16009;01-000236;47550006_47550005.01;-;Torstraße;Mitte;Mitte;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;44,00;nein
16010;05-000979;36580002_36580008.01;-;Saatwinkler Damm;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;16,00;nein
16011;03-001102;49580041_49580059.01;B2;Berliner Allee;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
16012;03-001103;49580041_49580059.01;B2;Berliner Allee;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;27,00;nein
16013;03-001104;49580041_49570042.02;-;Gürtelstraße;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;36,00;nein
16014;03-001105;49580041_49570042.02;-;Gürtelstraße;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;39,00;nein
16015;03-001106;49580021_49580041.02;-;Lehderstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;5,00;nein
16016;03-001107;49570002_49580041.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;20,00;ja
16017;03-001108;49580021_49580041.02;-;Lehderstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
16018;03-001109;49580041_49570042.02;-;Gürtelstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
16019;03-001110;49580041_49570042.02;-;Gürtelstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;5,00;nein
16020;03-001113;49570002_49580041.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;77,00;ja
16021;03-001114;49570011_49570002.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;9,00;ja
16022;03-001115;49570011_49570002.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;151,00;ja
16023;03-001116;49570010_49570011.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;58,00;nein
16024;03-001117;49570010_49570011.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;22,00;nein
16025;03-001118;49570010_49570011.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;94,00;nein
16026;03-001119;49570007_49570010.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;15,00;ja
16027;03-001120;49570007_49570010.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;55,00;ja
16028;03-001121;49570007_49570010.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;36,00;ja
16029;03-001122;49570007_49570010.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, durch Markierung unterschieden;34,00;ja
16030;03-001123;49570007_49570010.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, baulich unterschieden;15,00;ja
16031;03-001124;49570045_49570007.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;14,00;nein
16032;03-001125;49570006_49570007.02;-;Erich-Weinert-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
